Common_Name,Scientific_Name,Taxonomic_Order,Count,State/Province,Location,Latitude,Longitude,Date,Time,Duration_Min,Al_Obs_Reported,Distance_Traveled_km,Number_of_Observers,Observation_Details,Checklist_Comments,year,month,Mes,day_name
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva De Castilla  (5,069, -75,504)",5.0688057,-75.5044872,2020-07-30,02:55 PM,17.0,1,0.52,1,Faltante,Faltante,2020,7,Jul,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,1,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2018-10-20,07:27 AM,217.0,1,1.78,13,Faltante,Faltante,2018,10,Oct,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,Reserva Monte León,5.0759053,-75.4985838,2019-09-15,06:34 AM,203.0,1,2.704,11,Faltante,Faltante,2019,9,Sep,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-05,07:32 AM,320.0,1,1.85,3,Faltante,"Caracterizando aves en el sector de residencia Conjunto reserva de Castilla en Manizales, Colombia",2018,5,May,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-17,02:51 PM,100.0,1,0.52,1,Faltante,Faltante,2018,5,May,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-18,01:33 PM,75.0,1,0.12,1,Faltante,Faltante,2018,5,May,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-20,07:14 AM,162.0,1,0.48,1,Faltante,Faltante,2018,5,May,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-20,01:16 PM,90.0,1,0.42,1,Faltante,Faltante,2018,5,May,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-05-30,09:00 AM,180.0,1,0.52,1,Faltante,Faltante,2018,5,May,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-03,07:41 AM,113.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-04,08:44 AM,1.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-11,09:36 AM,155.0,1,1.04,1,Faltante,Faltante,2018,6,Jun,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-13,08:41 AM,36.0,1,1.04,1,Faltante,Faltante,2018,6,Jun,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-14,02:12 PM,71.0,1,0.39,1,Faltante,Faltante,2018,6,Jun,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-15,03:01 PM,90.0,1,0.67,1,Faltante,Faltante,2018,6,Jun,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-16,04:54 PM,82.0,1,0.25,1,Faltante,Faltante,2018,6,Jun,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-26,04:09 PM,62.0,1,0.2,1,Faltante,Faltante,2018,6,Jun,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-06-30,06:39 AM,88.0,1,0.2,1,Faltante,Faltante,2018,6,Jun,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-12,04:53 PM,30.0,1,0.28,1,Faltante,Faltante,2018,7,Jul,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-16,01:49 PM,185.0,1,0.9,1,Faltante,Faltante,2018,7,Jul,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-07-21,09:39 AM,90.0,1,0.74,1,Faltante,Faltante,2018,7,Jul,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-10,08:32 AM,102.0,1,0.95,1,Faltante,Faltante,2018,8,Aug,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-13,09:51 AM,126.0,1,0.56,1,Faltante,Faltante,2018,8,Aug,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-15,09:25 AM,134.0,1,0.69,2,Faltante,Faltante,2018,8,Aug,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-21,01:59 PM,90.0,1,0.69,2,Faltante,Faltante,2018,8,Aug,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-25,01:39 PM,115.0,1,1.22,1,Faltante,Faltante,2018,8,Aug,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-29,10:41 AM,20.0,1,0.2,1,Faltante,Faltante,2018,8,Aug,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-30,08:51 AM,87.0,1,0.81,1,Faltante,Faltante,2018,8,Aug,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-08-30,01:43 PM,45.0,1,0.31,1,Faltante,Faltante,2018,8,Aug,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,2,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-02,09:33 AM,131.0,1,0.94,1,Faltante,Faltante,2018,9,Sep,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-07,08:55 AM,126.0,1,0.63,1,Faltante,Faltante,2018,9,Sep,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-07,04:39 PM,59.0,1,0.78,1,Faltante,Faltante,2018,9,Sep,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-08,07:02 AM,78.0,1,0.34,1,Faltante,Faltante,2018,9,Sep,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-08,01:10 PM,83.0,1,0.46,1,Faltante,Faltante,2018,9,Sep,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-11,10:45 AM,98.0,1,0.64,1,Faltante,Faltante,2018,9,Sep,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-13,12:43 PM,138.0,1,0.66,1,Faltante,Faltante,2018,9,Sep,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-15,09:38 AM,68.0,1,0.53,1,Faltante,Faltante,2018,9,Sep,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-16,01:01 PM,58.0,1,0.48,1,Faltante,Faltante,2018,9,Sep,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-17,03:05 PM,22.0,1,0.28,1,Faltante,Faltante,2018,9,Sep,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-18,01:30 PM,38.0,1,0.97,1,Faltante,Faltante,2018,9,Sep,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-21,08:11 AM,64.0,1,0.76,1,Faltante,Faltante,2018,9,Sep,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-22,08:24 AM,166.0,1,0.9,2,Faltante,Faltante,2018,9,Sep,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-25,03:55 PM,70.0,1,0.32,1,Faltante,Faltante,2018,9,Sep,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-26,11:04 AM,75.0,1,0.57,1,Faltante,Faltante,2018,9,Sep,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-09-30,11:58 AM,34.0,1,0.32,1,Faltante,Faltante,2018,9,Sep,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-01,12:54 PM,65.0,1,0.43,1,Faltante,Faltante,2018,10,Oct,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-06,04:00 PM,105.0,1,0.51,1,Faltante,Faltante,2018,10,Oct,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,3,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-18,08:57 AM,126.0,1,0.63,1,Faltante,Faltante,2018,10,Oct,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-28,09:06 AM,108.0,1,0.49,1,Faltante,Faltante,2018,10,Oct,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-10-29,08:41 AM,200.0,1,1.18,2,Faltante,Faltante,2018,10,Oct,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-03,06:33 AM,287.0,1,1.19,1,Faltante,Faltante,2018,11,Nov,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-05,06:50 AM,115.0,1,0.82,1,Faltante,Faltante,2018,11,Nov,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-06,12:02 PM,34.0,1,0.42,1,Faltante,Faltante,2018,11,Nov,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,10,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-06,04:03 PM,74.0,1,0.4,1,Faltante,Faltante,2018,11,Nov,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,10,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-08,06:43 AM,140.0,1,0.49,1,Faltante,Faltante,2018,11,Nov,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-08,09:07 AM,24.0,1,0.99,2,Faltante,Faltante,2018,11,Nov,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-09,12:57 PM,42.0,1,0.2,1,Faltante,Faltante,2018,11,Nov,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-10,07:10 AM,86.0,1,0.39,1,Faltante,Faltante,2018,11,Nov,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,10,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-11,08:33 AM,100.0,1,0.57,1,Faltante,Faltante,2018,11,Nov,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-12,06:03 AM,163.0,1,0.45,1,Faltante,Faltante,2018,11,Nov,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-13,07:33 AM,70.0,1,0.7,1,Faltante,Faltante,2018,11,Nov,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-14,07:57 AM,26.0,1,0.7,1,Faltante,Faltante,2018,11,Nov,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-16,04:23 PM,24.0,1,0.04,1,Faltante,Faltante,2018,11,Nov,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,10,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-17,07:04 AM,99.0,1,0.78,1,Faltante,Faltante,2018,11,Nov,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-18,06:57 AM,84.0,1,0.72,1,Faltante,Faltante,2018,11,Nov,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-19,08:32 AM,25.0,1,0.36,1,Faltante,Faltante,2018,11,Nov,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-20,07:53 AM,114.0,1,0.71,1,Faltante,Faltante,2018,11,Nov,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,4,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-22,08:48 AM,111.0,1,0.81,1,Faltante,Faltante,2018,11,Nov,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-24,08:53 AM,32.0,1,0.27,1,Faltante,Faltante,2018,11,Nov,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-25,08:52 AM,84.0,1,0.57,1,Faltante,Faltante,2018,11,Nov,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-26,08:27 AM,168.0,1,0.67,1,Faltante,Faltante,2018,11,Nov,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-11-27,12:52 PM,60.0,1,0.24,1,Faltante,Faltante,2018,11,Nov,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-02,01:34 PM,29.0,1,0.96,1,Faltante,Faltante,2018,12,Dec,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-08,01:32 PM,54.0,1,0.34,1,Faltante,Faltante,2018,12,Dec,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-09,09:27 AM,71.0,1,0.48,1,Faltante,Faltante,2018,12,Dec,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-10,10:21 AM,45.0,1,0.35,1,Faltante,Faltante,2018,12,Dec,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-11,09:37 AM,64.0,1,0.28,1,Faltante,Faltante,2018,12,Dec,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-12,12:43 PM,81.0,1,0.28,1,Faltante,Faltante,2018,12,Dec,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-13,11:09 AM,22.0,1,0.26,1,Faltante,Faltante,2018,12,Dec,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-15,09:37 AM,47.0,1,0.29,1,Faltante,Faltante,2018,12,Dec,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-27,04:45 PM,27.0,1,0.24,1,Faltante,Faltante,2018,12,Dec,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,10,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2018-12-31,09:36 AM,57.0,1,0.24,1,Faltante,Faltante,2018,12,Dec,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-02,09:49 AM,89.0,1,0.4,1,Faltante,Faltante,2019,1,Jan,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-03,11:21 AM,41.0,1,0.18,1,Faltante,Faltante,2019,1,Jan,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,11,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-05,09:49 AM,87.0,1,0.51,1,Faltante,Faltante,2019,1,Jan,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-06,01:34 PM,22.0,1,0.08,1,Faltante,Faltante,2019,1,Jan,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,16,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-07,08:04 AM,14.0,1,0.08,1,Faltante,Faltante,2019,1,Jan,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-09,10:48 AM,58.0,1,0.66,1,Faltante,Faltante,2019,1,Jan,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-10,09:55 AM,14.0,1,0.22,1,Faltante,Faltante,2019,1,Jan,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-11,03:26 PM,7.0,1,0.22,1,Faltante,Faltante,2019,1,Jan,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,12,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-12,05:12 PM,2.0,1,0.22,1,Faltante,Faltante,2019,1,Jan,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-13,10:30 AM,86.0,1,0.36,1,Faltante,Faltante,2019,1,Jan,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-14,11:22 AM,44.0,1,0.46,1,Faltante,Faltante,2019,1,Jan,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-16,10:09 AM,96.0,1,0.42,1,Faltante,Faltante,2019,1,Jan,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-17,08:48 AM,37.0,1,0.5,1,Faltante,Faltante,2019,1,Jan,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-19,03:59 PM,49.0,1,0.36,1,Faltante,Faltante,2019,1,Jan,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-20,09:27 AM,46.0,1,0.63,1,Faltante,Faltante,2019,1,Jan,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-21,03:35 PM,69.0,1,0.69,1,Faltante,Faltante,2019,1,Jan,Monday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-22,04:16 PM,19.0,1,0.26,1,Faltante,Faltante,2019,1,Jan,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,8,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-24,09:30 AM,31.0,1,0.26,1,Faltante,Faltante,2019,1,Jan,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-25,07:44 AM,23.0,1,0.51,1,Faltante,Faltante,2019,1,Jan,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-27,09:24 AM,50.0,1,0.3,1,Faltante,Faltante,2019,1,Jan,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,6,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-29,12:47 PM,50.0,1,0.34,1,Faltante,Faltante,2019,1,Jan,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-30,11:24 AM,45.0,1,0.21,1,Faltante,Faltante,2019,1,Jan,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-01-31,10:52 AM,52.0,1,0.66,2,Faltante,Faltante,2019,1,Jan,Thursday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,11,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-01,08:35 AM,59.0,1,0.71,1,Faltante,Faltante,2019,2,Feb,Friday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-02,03:10 PM,50.0,1,0.18,1,Faltante,Faltante,2019,2,Feb,Saturday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,9,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-03,09:24 AM,62.0,1,0.9,1,Faltante,Faltante,2019,2,Feb,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-17,03:03 PM,18.0,1,0.3,1,Faltante,Faltante,2019,2,Feb,Sunday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,7,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-19,08:54 AM,66.0,1,0.66,1,Faltante,Faltante,2019,2,Feb,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-19,02:31 PM,17.0,1,0.66,1,Faltante,Faltante,2019,2,Feb,Tuesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,13,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-20,01:32 PM,43.0,1,0.33,1,Faltante,Faltante,2019,2,Feb,Wednesday
Blue-and-white Swallow,Pygochelidon cyanoleuca,23016,5,CO-CAL,"Reserva de Castilla - (5,069, -75,504)",5.068917,-75.504489,2019-02-22,04:40 PM,17.0,1,0.17,1,Faltante,Faltante,2019,2,Feb,Friday
